timestamp,code_hash,L,seed,g,chi,delta,M_tot,eta_M,omega_M,T_max,snap,event_log,status,wall_s
2026-06-16T12:55:16,cf03fe577c,128,0,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.643
2026-06-16T12:55:35,cf03fe577c,128,1,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,18.967
2026-06-16T12:55:54,cf03fe577c,128,2,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.445
2026-06-16T12:56:14,cf03fe577c,128,3,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.675
2026-06-16T12:56:34,cf03fe577c,128,4,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.592
2026-06-16T12:56:53,cf03fe577c,128,5,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.508
2026-06-16T12:57:13,cf03fe577c,128,6,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.529
2026-06-16T12:57:31,cf03fe577c,128,7,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,18.477
2026-06-16T12:57:50,cf03fe577c,128,8,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.231
2026-06-16T12:58:10,cf03fe577c,128,9,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.591
2026-06-16T12:58:30,cf03fe577c,128,10,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.237
2026-06-16T12:58:49,cf03fe577c,128,11,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.229
2026-06-16T12:59:09,cf03fe577c,128,12,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.894
2026-06-16T12:59:29,cf03fe577c,128,13,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.442
2026-06-16T12:59:49,cf03fe577c,128,14,1.0,32.768,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.254
