timestamp,code_hash,mech,L,seed,g,h,delta,chi,kappa,M_tot,eta_M,omega_M,T_max,status,wall_s,out
2026-06-15T11:57:29,43d8a44465,dishome,64,0,0.0,0.0,0.03333333333333333,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,2.78,runs/summary.csv
2026-06-15T11:57:32,43d8a44465,dishome,64,1,0.0,0.0,0.03333333333333333,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,2.65,runs/summary.csv
2026-06-15T11:57:41,43d8a44465,dishome,64,0,0.3,0.0,0.03333333333333333,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.52,runs/summary.csv
2026-06-15T11:57:44,43d8a44465,dishome,64,1,0.3,0.0,0.03333333333333333,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.75,runs/summary.csv
2026-06-15T11:57:47,43d8a44465,dishome,64,0,0.7,0.0,0.03333333333333333,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.75,runs/summary.csv
2026-06-15T11:57:49,43d8a44465,dishome,64,1,0.7,0.0,0.03333333333333333,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.7,runs/summary.csv
2026-06-15T11:57:52,43d8a44465,dishome,64,0,1.0,0.0,0.03333333333333333,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.82,runs/summary.csv
2026-06-15T11:57:55,43d8a44465,dishome,64,1,1.0,0.0,0.03333333333333333,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.78,runs/summary.csv
2026-06-15T11:57:58,43d8a44465,dishome,64,0,1.5,0.0,0.03333333333333333,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,2.81,runs/summary.csv
2026-06-15T11:58:01,43d8a44465,dishome,64,1,1.5,0.0,0.03333333333333333,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,2.79,runs/summary.csv
2026-06-15T11:58:03,43d8a44465,dishome,64,0,2.0,0.0,0.03333333333333333,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.79,runs/summary.csv
2026-06-15T11:58:06,43d8a44465,dishome,64,1,2.0,0.0,0.03333333333333333,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.79,runs/summary.csv
2026-06-15T11:58:09,43d8a44465,dishome,64,0,3.0,0.0,0.03333333333333333,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,3.01,runs/summary.csv
2026-06-15T11:58:12,43d8a44465,dishome,64,1,3.0,0.0,0.03333333333333333,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,2.66,runs/summary.csv
2026-06-15T11:58:14,43d8a44465,dishome,64,0,0.0,0.0,0.06666666666666667,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,2.67,runs/summary.csv
2026-06-15T11:58:17,43d8a44465,dishome,64,1,0.0,0.0,0.06666666666666667,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,2.68,runs/summary.csv
2026-06-15T11:58:20,43d8a44465,dishome,64,0,0.3,0.0,0.06666666666666667,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.75,runs/summary.csv
2026-06-15T11:58:28,43d8a44465,dishome,64,1,0.3,0.0,0.06666666666666667,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.52,runs/summary.csv
2026-06-15T11:58:31,43d8a44465,dishome,64,0,0.7,0.0,0.06666666666666667,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.72,runs/summary.csv
2026-06-15T11:58:33,43d8a44465,dishome,64,1,0.7,0.0,0.06666666666666667,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.63,runs/summary.csv
2026-06-15T11:58:36,43d8a44465,dishome,64,0,1.0,0.0,0.06666666666666667,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.73,runs/summary.csv
2026-06-15T11:58:39,43d8a44465,dishome,64,1,1.0,0.0,0.06666666666666667,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.81,runs/summary.csv
2026-06-15T11:58:42,43d8a44465,dishome,64,0,1.5,0.0,0.06666666666666667,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,2.8,runs/summary.csv
2026-06-15T11:58:45,43d8a44465,dishome,64,1,1.5,0.0,0.06666666666666667,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,3.01,runs/summary.csv
2026-06-15T11:58:48,43d8a44465,dishome,64,0,2.0,0.0,0.06666666666666667,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.75,runs/summary.csv
2026-06-15T11:58:50,43d8a44465,dishome,64,1,2.0,0.0,0.06666666666666667,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.75,runs/summary.csv
2026-06-15T11:58:53,43d8a44465,dishome,64,0,3.0,0.0,0.06666666666666667,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,2.86,runs/summary.csv
2026-06-15T11:58:56,43d8a44465,dishome,64,1,3.0,0.0,0.06666666666666667,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,2.9,runs/summary.csv
2026-06-15T11:58:59,43d8a44465,dishome,64,0,0.0,0.0,0.1,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,3.29,runs/summary.csv
2026-06-15T11:59:04,43d8a44465,dishome,64,1,0.0,0.0,0.1,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,4.33,runs/summary.csv
2026-06-15T11:59:07,43d8a44465,dishome,64,0,0.3,0.0,0.1,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.69,runs/summary.csv
2026-06-15T11:59:15,43d8a44465,dishome,64,1,0.3,0.0,0.1,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.64,runs/summary.csv
2026-06-15T11:59:18,43d8a44465,dishome,64,0,0.7,0.0,0.1,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.58,runs/summary.csv
